"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,12,3,1709,1710,-1,2049,2047,2,"B6",415,"N793JB","JFK","SFO",376,2586,17,10,2013-12-03 17:00:00
2013,12,3,1747,1700,47,2127,2035,52,"UA",226,"N598UA","JFK","SFO",374,2586,17,0,2013-12-03 17:00:00
2013,12,3,1855,1855,0,2243,2235,8,"VX",29,"N629VA","JFK","SFO",387,2586,18,55,2013-12-03 18:00:00
2013,12,3,1955,1830,85,2329,2206,83,"UA",389,"N505UA","JFK","SFO",373,2586,18,30,2013-12-03 18:00:00
2013,12,3,2016,2021,-5,2359,2357,2,"B6",915,"N705JB","JFK","SFO",377,2586,20,21,2013-12-03 20:00:00
2013,12,4,553,600,-7,1005,933,32,"UA",303,"N597UA","JFK","SFO",405,2586,6,0,2013-12-04 06:00:00
2013,12,4,659,700,-1,1046,1040,6,"DL",430,"N717TW","JFK","SFO",390,2586,7,0,2013-12-04 07:00:00
2013,12,4,733,730,3,1124,1110,14,"VX",11,"N838VA","JFK","SFO",390,2586,7,30,2013-12-04 07:00:00
2013,12,4,754,800,-6,1149,1142,7,"UA",397,"N590UA","JFK","SFO",382,2586,8,0,2013-12-04 08:00:00
2013,12,4,757,800,-3,1153,1135,18,"AA",59,"N393AA","JFK","SFO",383,2586,8,0,2013-12-04 08:00:00
2013,12,4,844,850,-6,1249,1228,21,"B6",15,"N807JB","JFK","SFO",397,2586,8,50,2013-12-04 08:00:00
2013,12,4,958,1000,-2,1356,1335,21,"DL",469,"N723TW","JFK","SFO",388,2586,10,0,2013-12-04 10:00:00
2013,12,4,1035,1030,5,1413,1355,18,"AA",179,"N371AA","JFK","SFO",379,2586,10,30,2013-12-04 10:00:00
2013,12,4,1045,1035,10,1426,1405,21,"VX",23,"N632VA","JFK","SFO",382,2586,10,35,2013-12-04 10:00:00
2013,12,4,1159,1200,-1,1534,1526,8,"UA",766,"N518UA","JFK","SFO",375,2586,12,0,2013-12-04 12:00:00
2013,12,4,1300,1300,0,1650,1636,14,"DL",432,"N624AG","JFK","SFO",378,2586,13,0,2013-12-04 13:00:00
2013,12,4,1540,1530,10,1910,1856,14,"UA",257,"N510UA","JFK","SFO",362,2586,15,30,2013-12-04 15:00:00
2013,12,4,1649,1530,79,2017,1915,62,"AA",85,"N386AA","JFK","SFO",363,2586,15,30,2013-12-04 15:00:00
2013,12,4,1715,1710,5,2055,2047,8,"B6",415,"N594JB","JFK","SFO",379,2586,17,10,2013-12-04 17:00:00
2013,12,4,1835,1838,-3,2218,2214,4,"UA",389,"N596UA","JFK","SFO",368,2586,18,38,2013-12-04 18:00:00
2013,12,5,657,700,-3,1101,1040,21,"DL",430,"N707TW","JFK","SFO",381,2586,7,0,2013-12-05 07:00:00
2013,12,5,722,730,-8,1133,1110,23,"VX",11,"N838VA","JFK","SFO",380,2586,7,30,2013-12-05 07:00:00
2013,12,5,759,800,-1,1141,1135,6,"AA",59,"N392AA","JFK","SFO",377,2586,8,0,2013-12-05 08:00:00
2013,12,5,800,800,0,1201,1142,19,"UA",397,"N546UA","JFK","SFO",372,2586,8,0,2013-12-05 08:00:00
2013,12,5,848,850,-2,1311,1228,43,"B6",15,"N828JB","JFK","SFO",398,2586,8,50,2013-12-05 08:00:00
2013,12,5,954,1000,-6,1347,1335,12,"DL",469,"N721TW","JFK","SFO",367,2586,10,0,2013-12-05 10:00:00
2013,12,5,1019,1019,0,1406,1350,16,"UA",642,"N598UA","JFK","SFO",369,2586,10,19,2013-12-05 10:00:00
2013,12,5,1029,1035,-6,1417,1405,12,"VX",23,"N634VA","JFK","SFO",384,2586,10,35,2013-12-05 10:00:00
2013,12,5,1031,1030,1,1405,1355,10,"AA",179,"N347AA","JFK","SFO",364,2586,10,30,2013-12-05 10:00:00
2013,12,5,1156,1200,-4,1528,1526,2,"UA",766,"N568UA","JFK","SFO",364,2586,12,0,2013-12-05 12:00:00
2013,12,5,1338,1300,38,1725,1636,49,"DL",432,"N727TW","JFK","SFO",378,2586,13,0,2013-12-05 13:00:00
2013,12,5,1541,1530,11,1903,1856,7,"UA",257,"N597UA","JFK","SFO",359,2586,15,30,2013-12-05 15:00:00
2013,12,5,1629,1630,-1,2023,2010,13,"VX",27,"N853VA","JFK","SFO",391,2586,16,30,2013-12-05 16:00:00
2013,12,5,1709,1710,-1,2107,2047,20,"B6",415,"N809JB","JFK","SFO",391,2586,17,10,2013-12-05 17:00:00
2013,12,5,1739,1745,-6,2132,2125,7,"AA",177,"N338AA","JFK","SFO",380,2586,17,45,2013-12-05 17:00:00
2013,12,5,1855,1838,17,2239,2214,25,"UA",389,"N587UA","JFK","SFO",371,2586,18,38,2013-12-05 18:00:00
2013,12,5,2013,1900,73,2357,2249,68,"DL",435,"N704X","JFK","SFO",384,2586,19,0,2013-12-05 19:00:00
2013,12,5,2159,2021,98,148,2357,111,"B6",915,"N554JB","JFK","SFO",385,2586,20,21,2013-12-05 20:00:00
2013,12,6,557,600,-3,949,933,16,"UA",303,"N588UA","JFK","SFO",389,2586,6,0,2013-12-06 06:00:00
2013,12,6,657,700,-3,1056,1040,16,"DL",430,"N722TW","JFK","SFO",387,2586,7,0,2013-12-06 07:00:00
2013,12,6,758,800,-2,1204,1135,29,"AA",59,"N347AA","JFK","SFO",400,2586,8,0,2013-12-06 08:00:00
2013,12,6,846,850,-4,1247,1228,19,"B6",15,"N806JB","JFK","SFO",393,2586,8,50,2013-12-06 08:00:00
2013,12,6,901,800,61,1249,1142,67,"UA",397,"N568UA","JFK","SFO",373,2586,8,0,2013-12-06 08:00:00
2013,12,6,955,1000,-5,1342,1335,7,"DL",469,"N624AG","JFK","SFO",388,2586,10,0,2013-12-06 10:00:00
2013,12,6,1014,1019,-5,1411,1350,21,"UA",642,"N518UA","JFK","SFO",378,2586,10,19,2013-12-06 10:00:00
2013,12,6,1035,1035,0,1434,1405,29,"VX",23,"N635VA","JFK","SFO",389,2586,10,35,2013-12-06 10:00:00
2013,12,6,1044,1030,14,1428,1355,33,"AA",179,"N371AA","JFK","SFO",380,2586,10,30,2013-12-06 10:00:00
2013,12,6,1200,1200,0,1558,1526,32,"UA",766,"N590UA","JFK","SFO",396,2586,12,0,2013-12-06 12:00:00
2013,12,6,1255,1300,-5,1651,1636,15,"DL",432,"N707TW","JFK","SFO",389,2586,13,0,2013-12-06 13:00:00
2013,12,6,1553,1600,-7,1951,1948,3,"DL",409,"N704X","JFK","SFO",392,2586,16,0,2013-12-06 16:00:00
2013,12,6,1629,1630,-1,2021,2010,11,"VX",27,"N842VA","JFK","SFO",393,2586,16,30,2013-12-06 16:00:00
2013,12,6,1713,1530,103,2135,1856,159,"UA",257,"N595UA","JFK","SFO",406,2586,15,30,2013-12-06 15:00:00
2013,12,6,1727,1730,-3,2206,2112,54,"DL",434,"N727TW","JFK","SFO",438,2586,17,30,2013-12-06 17:00:00
2013,12,6,1746,1745,1,2225,2125,60,"AA",177,"N319AA","JFK","SFO",426,2586,17,45,2013-12-06 17:00:00
2013,12,6,1853,1855,-2,2300,2235,25,"VX",29,"N634VA","JFK","SFO",404,2586,18,55,2013-12-06 18:00:00
2013,12,6,1901,1900,1,2307,2249,18,"DL",435,"N717TW","JFK","SFO",394,2586,19,0,2013-12-06 19:00:00
2013,12,6,2057,1710,227,106,2045,261,"UA",226,"N588UA","JFK","SFO",392,2586,17,10,2013-12-06 17:00:00
2013,12,6,2112,1838,154,105,2214,171,"UA",389,"N510UA","JFK","SFO",375,2586,18,38,2013-12-06 18:00:00
2013,12,7,551,600,-9,1023,933,50,"UA",303,"N518UA","JFK","SFO",411,2586,6,0,2013-12-07 06:00:00
2013,12,7,656,700,-4,1058,1040,18,"DL",430,"N704X","JFK","SFO",391,2586,7,0,2013-12-07 07:00:00
2013,12,7,730,730,0,1120,1110,10,"VX",11,"N838VA","JFK","SFO",387,2586,7,30,2013-12-07 07:00:00
2013,12,7,810,800,10,1210,1142,28,"UA",665,"N595UA","JFK","SFO",380,2586,8,0,2013-12-07 08:00:00
2013,12,7,957,1000,-3,1345,1331,14,"DL",469,"N718TW","JFK","SFO",388,2586,10,0,2013-12-07 10:00:00
2013,12,7,1016,1019,-3,1404,1350,14,"UA",642,"N546UA","JFK","SFO",387,2586,10,19,2013-12-07 10:00:00
2013,12,7,1030,1030,0,1419,1355,24,"AA",179,"N393AA","JFK","SFO",387,2586,10,30,2013-12-07 10:00:00
2013,12,7,1542,1530,12,1933,1856,37,"UA",257,"N590UA","JFK","SFO",390,2586,15,30,2013-12-07 15:00:00
2013,12,7,1557,1600,-3,1949,1943,6,"DL",409,"N717TW","JFK","SFO",384,2586,16,0,2013-12-07 16:00:00
2013,12,7,1641,1630,11,2049,2010,39,"VX",27,"N642VA","JFK","SFO",406,2586,16,30,2013-12-07 16:00:00
2013,12,7,1712,1710,2,2059,2045,14,"UA",512,"N588UA","JFK","SFO",382,2586,17,10,2013-12-07 17:00:00
2013,12,7,1807,1710,57,2207,2047,80,"B6",415,"N598JB","JFK","SFO",394,2586,17,10,2013-12-07 17:00:00
2013,12,7,1858,1900,-2,2248,2244,4,"DL",435,"N707TW","JFK","SFO",372,2586,19,0,2013-12-07 19:00:00
2013,12,7,2022,2021,1,29,2357,32,"B6",915,"N809JB","JFK","SFO",388,2586,20,21,2013-12-07 20:00:00
2013,12,8,757,800,-3,1205,1142,23,"UA",821,"N568UA","JFK","SFO",377,2586,8,0,2013-12-08 08:00:00
2013,12,8,848,850,-2,1235,1228,7,"B6",15,"N834JB","JFK","SFO",382,2586,8,50,2013-12-08 08:00:00
2013,12,8,947,800,107,1326,1135,111,"AA",59,"N393AA","JFK","SFO",379,2586,8,0,2013-12-08 08:00:00
2013,12,8,957,1000,-3,1349,1335,14,"DL",469,"N709TW","JFK","SFO",381,2586,10,0,2013-12-08 10:00:00
2013,12,8,1038,1019,19,1357,1350,7,"UA",642,"N595UA","JFK","SFO",356,2586,10,19,2013-12-08 10:00:00
2013,12,8,1045,1040,5,1432,1410,22,"VX",23,"N641VA","JFK","SFO",385,2586,10,40,2013-12-08 10:00:00
2013,12,8,1159,1200,-1,1548,1526,22,"UA",766,"N518UA","JFK","SFO",383,2586,12,0,2013-12-08 12:00:00
2013,12,8,1531,1300,151,1859,1636,143,"DL",432,"N718TW","JFK","SFO",368,2586,13,0,2013-12-08 13:00:00
2013,12,8,1559,1600,-1,1952,1948,4,"DL",409,"N727TW","JFK","SFO",384,2586,16,0,2013-12-08 16:00:00
2013,12,8,1646,1630,16,2101,2010,51,"VX",27,"N836VA","JFK","SFO",385,2586,16,30,2013-12-08 16:00:00
2013,12,8,1708,1710,-2,2141,2047,54,"B6",415,"N775JB","JFK","SFO",392,2586,17,10,2013-12-08 17:00:00
2013,12,8,1709,1710,-1,2050,2045,5,"UA",397,"N510UA","JFK","SFO",363,2586,17,10,2013-12-08 17:00:00
2013,12,8,1730,1730,0,2121,2112,9,"DL",434,"N707TW","JFK","SFO",363,2586,17,30,2013-12-08 17:00:00
2013,12,8,1746,1745,1,2148,2125,23,"AA",177,"N324AA","JFK","SFO",370,2586,17,45,2013-12-08 17:00:00
2013,12,8,1836,1838,-2,2233,2214,19,"UA",389,"N546UA","JFK","SFO",366,2586,18,38,2013-12-08 18:00:00
2013,12,8,1858,1900,-2,2254,2249,5,"DL",435,"N702TW","JFK","SFO",374,2586,19,0,2013-12-08 19:00:00
2013,12,8,2054,1855,119,56,2235,141,"VX",29,"N633VA","JFK","SFO",392,2586,18,55,2013-12-08 18:00:00
2013,12,8,2057,2021,36,117,2357,80,"B6",915,"N827JB","JFK","SFO",372,2586,20,21,2013-12-08 20:00:00
2013,12,9,801,800,1,1151,1135,16,"AA",59,"N347AA","JFK","SFO",371,2586,8,0,2013-12-09 08:00:00
2013,12,9,848,850,-2,1239,1228,11,"B6",15,"N828JB","JFK","SFO",378,2586,8,50,2013-12-09 08:00:00
2013,12,9,1018,1019,-1,1353,1350,3,"UA",642,"N510UA","JFK","SFO",359,2586,10,19,2013-12-09 10:00:00
2013,12,9,1030,1030,0,1412,1355,17,"AA",179,"N392AA","JFK","SFO",371,2586,10,30,2013-12-09 10:00:00
2013,12,9,1040,1035,5,1425,1405,20,"VX",23,"N634VA","JFK","SFO",371,2586,10,35,2013-12-09 10:00:00
2013,12,9,1213,1200,13,1544,1526,18,"UA",766,"N512UA","JFK","SFO",360,2586,12,0,2013-12-09 12:00:00
2013,12,9,1525,1530,-5,1902,1856,6,"UA",257,"N590UA","JFK","SFO",367,2586,15,30,2013-12-09 15:00:00
2013,12,9,1529,1530,-1,1920,1915,5,"AA",85,"N398AA","JFK","SFO",379,2586,15,30,2013-12-09 15:00:00
2013,12,9,1637,1630,7,2013,2010,3,"VX",27,"N836VA","JFK","SFO",371,2586,16,30,2013-12-09 16:00:00
2013,12,9,1711,1710,1,2049,2045,4,"UA",226,"N546UA","JFK","SFO",366,2586,17,10,2013-12-09 17:00:00
2013,12,9,1744,1710,34,2132,2047,45,"B6",415,"N827JB","JFK","SFO",375,2586,17,10,2013-12-09 17:00:00
2013,12,9,1749,1745,4,2139,2125,14,"AA",177,"N356AA","JFK","SFO",376,2586,17,45,2013-12-09 17:00:00
2013,12,9,1832,1838,-6,2241,2214,27,"UA",389,"N589UA","JFK","SFO",371,2586,18,38,2013-12-09 18:00:00
2013,12,9,1852,1855,-3,2258,2235,23,"VX",29,"N641VA","JFK","SFO",380,2586,18,55,2013-12-09 18:00:00
2013,12,9,1858,1900,-2,2259,2249,10,"DL",435,"N707TW","JFK","SFO",373,2586,19,0,2013-12-09 19:00:00
2013,12,9,2020,2021,-1,25,2357,28,"B6",915,"N648JB","JFK","SFO",384,2586,20,21,2013-12-09 20:00:00
2013,12,10,559,600,-1,1011,933,38,"UA",303,"N587UA","JFK","SFO",396,2586,6,0,2013-12-10 06:00:00
2013,12,10,758,800,-2,1136,1135,1,"AA",59,"N392AA","JFK","SFO",371,2586,8,0,2013-12-10 08:00:00
2013,12,10,847,850,-3,1307,1228,39,"B6",15,"N806JB","JFK","SFO",378,2586,8,50,2013-12-10 08:00:00
2013,12,10,1001,1000,1,1415,1335,40,"DL",469,"N723TW","JFK","SFO",377,2586,10,0,2013-12-10 10:00:00
2013,12,10,1024,1019,5,1425,1350,35,"UA",642,"N510UA","JFK","SFO",365,2586,10,19,2013-12-10 10:00:00
2013,12,10,1052,1040,12,1456,1410,46,"VX",23,"N629VA","JFK","SFO",371,2586,10,40,2013-12-10 10:00:00
2013,12,10,1154,1030,84,1559,1355,124,"AA",179,"N348AA","JFK","SFO",372,2586,10,30,2013-12-10 10:00:00
2013,12,10,1203,1200,3,1615,1526,49,"UA",766,"N505UA","JFK","SFO",372,2586,12,0,2013-12-10 12:00:00
2013,12,10,1253,1300,-7,1650,1636,14,"DL",432,"N703TW","JFK","SFO",381,2586,13,0,2013-12-10 13:00:00
2013,12,10,1529,1530,-1,1905,1856,9,"UA",257,"N595UA","JFK","SFO",362,2586,15,30,2013-12-10 15:00:00
2013,12,10,1632,1530,62,2030,1915,75,"AA",85,"N369AA","JFK","SFO",376,2586,15,30,2013-12-10 15:00:00
2013,12,10,1634,1630,4,2012,2010,2,"VX",27,"N839VA","JFK","SFO",374,2586,16,30,2013-12-10 16:00:00
2013,12,10,1709,1710,-1,2054,2045,9,"UA",512,"N589UA","JFK","SFO",372,2586,17,10,2013-12-10 17:00:00
2013,12,10,1710,1710,0,2118,2047,31,"B6",415,"N805JB","JFK","SFO",385,2586,17,10,2013-12-10 17:00:00
2013,12,10,1747,1745,2,2146,2125,21,"AA",177,"N5CHAA","JFK","SFO",378,2586,17,45,2013-12-10 17:00:00
2013,12,10,1858,1900,-2,2255,2249,6,"DL",435,"N717TW","JFK","SFO",373,2586,19,0,2013-12-10 19:00:00
2013,12,10,1948,1838,70,2327,2214,73,"UA",389,"N590UA","JFK","SFO",372,2586,18,38,2013-12-10 18:00:00
2013,12,10,1959,1855,64,2,2235,87,"VX",29,"N632VA","JFK","SFO",386,2586,18,55,2013-12-10 18:00:00
2013,12,11,557,600,-3,948,933,15,"UA",303,"N502UA","JFK","SFO",365,2586,6,0,2013-12-11 06:00:00
2013,12,11,812,800,12,1138,1135,3,"AA",59,"N348AA","JFK","SFO",354,2586,8,0,2013-12-11 08:00:00
2013,12,11,841,850,-9,1248,1228,20,"B6",15,"N821JB","JFK","SFO",369,2586,8,50,2013-12-11 08:00:00
2013,12,11,1033,1030,3,1400,1355,5,"AA",179,"N370AA","JFK","SFO",366,2586,10,30,2013-12-11 10:00:00
2013,12,11,1558,1530,28,1926,1915,11,"AA",85,"N356AA","JFK","SFO",347,2586,15,30,2013-12-11 15:00:00
2013,12,11,1750,1630,80,2104,2010,54,"VX",27,"N849VA","JFK","SFO",353,2586,16,30,2013-12-11 16:00:00
2013,12,12,600,600,0,946,933,13,"UA",303,"N510UA","JFK","SFO",371,2586,6,0,2013-12-12 06:00:00
2013,12,12,812,730,42,1111,1110,1,"VX",11,"N846VA","JFK","SFO",344,2586,7,30,2013-12-12 07:00:00
2013,12,12,1528,1530,-2,1916,1915,1,"AA",85,"N358AA","JFK","SFO",367,2586,15,30,2013-12-12 15:00:00
2013,12,12,1725,1710,15,2056,2047,9,"B6",415,"N648JB","JFK","SFO",350,2586,17,10,2013-12-12 17:00:00
2013,12,12,1740,1730,10,2122,2112,10,"DL",434,"N727TW","JFK","SFO",357,2586,17,30,2013-12-12 17:00:00
2013,12,12,1850,1745,65,2205,2125,40,"AA",177,"N5CKAA","JFK","SFO",351,2586,17,45,2013-12-12 17:00:00
2013,12,12,1925,1855,30,2300,2235,25,"VX",29,"N625VA","JFK","SFO",360,2586,18,55,2013-12-12 18:00:00
2013,12,12,1927,1838,49,2238,2214,24,"UA",389,"N546UA","JFK","SFO",342,2586,18,38,2013-12-12 18:00:00
2013,12,13,1542,1530,12,1915,1856,19,"UA",257,"N510UA","JFK","SFO",353,2586,15,30,2013-12-13 15:00:00
2013,12,13,1908,1838,30,2236,2214,22,"UA",389,"N568UA","JFK","SFO",342,2586,18,38,2013-12-13 18:00:00
2013,12,13,2032,2021,11,15,2357,18,"B6",915,"N834JB","JFK","SFO",353,2586,20,21,2013-12-13 20:00:00
2013,12,14,1018,1019,-1,1358,1350,8,"UA",642,"N590UA","JFK","SFO",351,2586,10,19,2013-12-14 10:00:00
2013,12,14,1041,1030,11,1415,1355,20,"AA",179,"N365AA","JFK","SFO",344,2586,10,30,2013-12-14 10:00:00
2013,12,14,1058,1035,23,1451,1405,46,"VX",23,"N634VA","JFK","SFO",347,2586,10,35,2013-12-14 10:00:00
2013,12,14,1654,1600,54,2043,1943,60,"DL",409,"N704X","JFK","SFO",339,2586,16,0,2013-12-14 16:00:00
2013,12,14,1708,1710,-2,2106,2047,19,"B6",415,"N594JB","JFK","SFO",346,2586,17,10,2013-12-14 17:00:00
2013,12,14,2316,2021,175,256,2357,179,"B6",915,"N768JB","JFK","SFO",351,2586,20,21,2013-12-14 20:00:00
2013,12,15,837,800,37,1158,1142,16,"UA",821,"N597UA","JFK","SFO",357,2586,8,0,2013-12-15 08:00:00
2013,12,15,907,850,17,1258,1228,30,"B6",15,"N807JB","JFK","SFO",363,2586,8,50,2013-12-15 08:00:00
2013,12,15,1047,1035,12,1447,1405,42,"VX",23,"N633VA","JFK","SFO",362,2586,10,35,2013-12-15 10:00:00
2013,12,15,1319,1300,19,1640,1636,4,"DL",432,"N702TW","JFK","SFO",358,2586,13,0,2013-12-15 13:00:00
2013,12,15,1730,1710,20,2051,2047,4,"B6",415,"N637JB","JFK","SFO",361,2586,17,10,2013-12-15 17:00:00
2013,12,15,1937,1900,37,2301,2249,12,"DL",435,"N717TW","JFK","SFO",353,2586,19,0,2013-12-15 19:00:00
2013,12,15,1942,1855,47,2313,2235,38,"VX",29,"N635VA","JFK","SFO",362,2586,18,55,2013-12-15 18:00:00
2013,12,15,2059,1745,194,41,2125,196,"AA",177,"N327AA","JFK","SFO",371,2586,17,45,2013-12-15 17:00:00
2013,12,15,2258,2021,157,228,2357,151,"B6",915,"N746JB","JFK","SFO",364,2586,20,21,2013-12-15 20:00:00
2013,12,16,559,600,-1,944,933,11,"UA",303,"N598UA","JFK","SFO",372,2586,6,0,2013-12-16 06:00:00
2013,12,16,730,730,0,1113,1110,3,"VX",11,"N838VA","JFK","SFO",374,2586,7,30,2013-12-16 07:00:00
2013,12,16,1003,850,73,1337,1228,69,"B6",15,"N809JB","JFK","SFO",370,2586,8,50,2013-12-16 08:00:00
2013,12,16,1038,1035,3,1413,1405,8,"VX",23,"N634VA","JFK","SFO",375,2586,10,35,2013-12-16 10:00:00
2013,12,16,1042,1030,12,1403,1355,8,"AA",179,"N351AA","JFK","SFO",359,2586,10,30,2013-12-16 10:00:00
2013,12,16,1200,1200,0,1625,1526,59,"UA",766,"N568UA","JFK","SFO",358,2586,12,0,2013-12-16 12:00:00
2013,12,16,1528,1530,-2,1922,1915,7,"AA",85,"N383AA","JFK","SFO",360,2586,15,30,2013-12-16 15:00:00
2013,12,16,1529,1530,-1,1910,1856,14,"UA",257,"N590UA","JFK","SFO",356,2586,15,30,2013-12-16 15:00:00
2013,12,16,1612,1600,12,2001,1948,13,"DL",409,"N717TW","JFK","SFO",358,2586,16,0,2013-12-16 16:00:00
2013,12,16,1646,1630,16,2017,2010,7,"VX",27,"N631VA","JFK","SFO",364,2586,16,30,2013-12-16 16:00:00
2013,12,16,1754,1745,9,2137,2125,12,"AA",177,"N319AA","JFK","SFO",371,2586,17,45,2013-12-16 17:00:00
2013,12,16,1836,1838,-2,2226,2214,12,"UA",389,"N546UA","JFK","SFO",371,2586,18,38,2013-12-16 18:00:00
2013,12,16,1856,1855,1,2237,2235,2,"VX",29,"N633VA","JFK","SFO",371,2586,18,55,2013-12-16 18:00:00
2013,12,16,2107,2021,46,23,2357,26,"B6",915,"N775JB","JFK","SFO",354,2586,20,21,2013-12-16 20:00:00
2013,12,17,652,600,52,1124,933,111,"UA",303,"N510UA","JFK","SFO",367,2586,6,0,2013-12-17 06:00:00
2013,12,17,734,730,4,1112,1110,2,"VX",11,"N838VA","JFK","SFO",360,2586,7,30,2013-12-17 07:00:00
2013,12,17,824,800,24,1210,1142,28,"UA",397,"N587UA","JFK","SFO",342,2586,8,0,2013-12-17 08:00:00
2013,12,17,848,850,-2,1258,1228,30,"B6",15,"N821JB","JFK","SFO",355,2586,8,50,2013-12-17 08:00:00
2013,12,17,1018,1019,-1,1401,1350,11,"UA",642,"N596UA","JFK","SFO",343,2586,10,19,2013-12-17 10:00:00
2013,12,17,1034,1035,-1,1418,1405,13,"VX",23,"N640VA","JFK","SFO",352,2586,10,35,2013-12-17 10:00:00
2013,12,17,1043,1030,13,1416,1355,21,"AA",179,"N381AA","JFK","SFO",353,2586,10,30,2013-12-17 10:00:00
2013,12,17,1154,1200,-6,1535,1526,9,"UA",766,"N512UA","JFK","SFO",359,2586,12,0,2013-12-17 12:00:00
2013,12,17,1302,1300,2,1642,1636,6,"DL",432,"N717TW","JFK","SFO",354,2586,13,0,2013-12-17 13:00:00
2013,12,17,1524,1530,-6,1859,1856,3,"UA",257,"N598UA","JFK","SFO",345,2586,15,30,2013-12-17 15:00:00
2013,12,17,1541,1530,11,1924,1915,9,"AA",85,"N385AA","JFK","SFO",358,2586,15,30,2013-12-17 15:00:00
2013,12,17,1718,1710,8,2116,2045,31,"UA",512,"N590UA","JFK","SFO",354,2586,17,10,2013-12-17 17:00:00
2013,12,17,1733,1630,63,2218,2010,128,"VX",27,"N633VA","JFK","SFO",369,2586,16,30,2013-12-17 16:00:00
2013,12,17,1741,1710,31,2135,2047,48,"B6",415,"N705JB","JFK","SFO",358,2586,17,10,2013-12-17 17:00:00
2013,12,17,1825,1745,40,2224,2125,59,"AA",177,"N339AA","JFK","SFO",361,2586,17,45,2013-12-17 17:00:00
2013,12,17,1903,1900,3,2307,2249,18,"DL",435,"N722TW","JFK","SFO",351,2586,19,0,2013-12-17 19:00:00
2013,12,17,1914,1855,19,2301,2235,26,"VX",29,"N634VA","JFK","SFO",365,2586,18,55,2013-12-17 18:00:00
2013,12,18,624,600,24,954,933,21,"UA",303,"N587UA","JFK","SFO",367,2586,6,0,2013-12-18 06:00:00
2013,12,18,703,700,3,1045,1040,5,"DL",430,"N706TW","JFK","SFO",360,2586,7,0,2013-12-18 07:00:00
2013,12,18,808,800,8,1146,1135,11,"AA",59,"N381AA","JFK","SFO",372,2586,8,0,2013-12-18 08:00:00
2013,12,18,947,850,57,1329,1228,61,"B6",15,"N510JB","JFK","SFO",367,2586,8,50,2013-12-18 08:00:00
2013,12,18,1001,1000,1,1358,1335,23,"DL",469,"N624AG","JFK","SFO",364,2586,10,0,2013-12-18 10:00:00
2013,12,18,1023,1019,4,1408,1350,18,"UA",642,"N512UA","JFK","SFO",365,2586,10,19,2013-12-18 10:00:00
2013,12,18,1028,1030,-2,1359,1355,4,"AA",179,"N370AA","JFK","SFO",358,2586,10,30,2013-12-18 10:00:00
2013,12,18,1130,1035,55,1509,1405,64,"VX",23,"N639VA","JFK","SFO",374,2586,10,35,2013-12-18 10:00:00
2013,12,18,1200,1200,0,1530,1526,4,"UA",766,"N568UA","JFK","SFO",356,2586,12,0,2013-12-18 12:00:00
2013,12,18,1306,1300,6,1650,1636,14,"DL",432,"N727TW","JFK","SFO",364,2586,13,0,2013-12-18 13:00:00
2013,12,18,1530,1530,0,1907,1856,11,"UA",257,"N502UA","JFK","SFO",369,2586,15,30,2013-12-18 15:00:00
2013,12,18,1611,1600,11,2005,1948,17,"DL",409,"N722TW","JFK","SFO",384,2586,16,0,2013-12-18 16:00:00
2013,12,18,1629,1530,59,2030,1915,75,"AA",85,"N388AA","JFK","SFO",376,2586,15,30,2013-12-18 15:00:00
2013,12,18,1708,1710,-2,2051,2047,4,"B6",415,"N804JB","JFK","SFO",375,2586,17,10,2013-12-18 17:00:00
2013,12,18,1721,1630,51,2106,2054,12,"VX",27,"N634VA","JFK","SFO",373,2586,16,30,2013-12-18 16:00:00
2013,12,18,1736,1710,26,2126,2045,41,"UA",512,"N598UA","JFK","SFO",377,2586,17,10,2013-12-18 17:00:00
2013,12,18,1739,1730,9,2128,2112,16,"DL",434,"N717TW","JFK","SFO",376,2586,17,30,2013-12-18 17:00:00
2013,12,18,1748,1745,3,2145,2125,20,"AA",177,"N335AA","JFK","SFO",389,2586,17,45,2013-12-18 17:00:00
2013,12,18,1857,1838,19,2250,2214,36,"UA",389,"N589UA","JFK","SFO",361,2586,18,38,2013-12-18 18:00:00
2013,12,18,1903,1900,3,2302,2249,13,"DL",435,"N710TW","JFK","SFO",378,2586,19,0,2013-12-18 19:00:00
2013,12,18,2100,2021,39,34,2357,37,"B6",915,"N637JB","JFK","SFO",368,2586,20,21,2013-12-18 20:00:00
2013,12,19,601,600,1,1001,937,24,"UA",303,"N590UA","JFK","SFO",390,2586,6,0,2013-12-19 06:00:00
2013,12,19,700,700,0,1055,1051,4,"UA",821,"N505UA","JFK","SFO",371,2586,7,0,2013-12-19 07:00:00
2013,12,19,805,800,5,1159,1135,24,"AA",59,"N370AA","JFK","SFO",369,2586,8,0,2013-12-19 08:00:00
2013,12,19,1040,1035,5,1410,1405,5,"VX",23,"N840VA","JFK","SFO",354,2586,10,35,2013-12-19 10:00:00
2013,12,19,1101,1030,31,1423,1355,28,"AA",179,"N354AA","JFK","SFO",352,2586,10,30,2013-12-19 10:00:00
2013,12,19,1707,1630,37,2045,2010,35,"VX",27,"N638VA","JFK","SFO",362,2586,16,30,2013-12-19 16:00:00
